OBJECTID,Zone,Jurisdicti,Key,Definition,Min_DU_Ac,Max_DU_Ac,Min_FAR,Max_FAR,Max_Height,Res_Use,Comm_Use,Retail_Use,Indust_Use,Mixed_Use,Public_Use,PUD_Use,MaxCoverag,Shape_Leng,Shape_Area,plan_type,ptid,GID
393,MUR,Edgewood,Edgewood_MUR,Mixed Use Residential,10.00000000000,48.00000000000,0.00000000000,2.00000000000,35,Y,Y,Y,Y,Y,Y,N,75,31033.80490430000,6428366.42858000000,27,203,393
394,MUR,Issaquah,Issaquah_MUR,Mixed Use Residential,0.00000000000,87.12000000000,0.00000000000,2.00000000000,50',Y,Y,Y,N,Y,Y,N,50,24898.81406690000,2262429.58677000000,267,130,394
395,MUR-35,Shoreline,Shoreline_MUR-35,,0.00000000000,67.00000000000,0.00000000000,2.00000000000,35,Y,N,Y,Y,,N,N,85,17259.96594960000,1451590.01487000000,26,158,395
396,MUR-45,Shoreline,Shoreline_MUR-45,,0.00000000000,106.00000000000,0.00000000000,3.00000000000,45,Y,N,Y,Y,,N,N,90,23574.75684320000,2095553.99746000000,16,106,396
397,MUR-70,Shoreline,Shoreline_MUR-70,,0.00000000000,176.00000000000,0.00000000000,5.00000000000,70,Y,N,Y,Y,,N,N,90,30852.52529060000,3816536.14798000000,5,51,397
398,MX,Milton,Milton_MX,Mixed-Use Town Center District,0.00000000000,18.00000000000,0.00000000000,3.00000000000,45,Y,N,N,N,N,N,N,90,4129.52727007000,585027.50083000000,397,373,398
399,MXD,Dupont,Dupont_MXD,Mixed Use,0.00000000000,150.00000000000,0.00000000000,4.00000000000,50',Y,Y,Y,N,Y,N,N,100,12751.36360490000,3445010.74664000000,132,73,399
400,N-C,Des Moines,Des Moines_N-C,Neighborhood Commercial,0.00000000000,0.00000000000,0.00000000000,1.00000000000,35',N,Y,Y,N,N,N,N,100,3492.24315940000,165413.32432800000,652,752,400
401,NB,Bothell,Bothell_NB,Neighborhood Business,0.00000000000,0.00000000000,0.00000000000,3.00000000000,35',N,Y,Y,N,N,N,N,100,1991.06125368000,207141.65874300000,625,663,401
402,NB,Burien,Burien_NB,,0.00000000000,0.00000000000,0.00000000000,1.50000000000,,N,Y,Y,N,N,N,N,0,1339.91517517000,39584.06335200000,645,726,402
403,NB,Kenmore,Kenmore_NB,Neighborhood Business,0.00000000000,12.00000000000,0.00000000000,1.00000000000,45',Y,Y,Y,N,Y,Y,N,85,3397.63476203000,151328.87037000000,347,480,403
404,NB,Lake Stevens,Lake Stevens_NB,Neighborhood Business,0.00000000000,14.50000000000,0.00000000000,1.50000000000,35,Y,N,Y,Y,,N,N,,10039.13828720000,1642795.57848000000,34,432,404
405,NB,Maple Valley,Maple Valley_NB,Neighborhood Business,0.00000000000,12.00000000000,0.00000000000,2.40000000000,35',Y,Y,Y,N,N,N,N,80,3623.53107837000,393011.33895300000,252,454,405
406,NB,Marysville,Marysville_NB,Neighborhood Business,0.00000000000,24.00000000000,0.00000000000,1.50000000000,25',Y,Y,Y,N,Y,Y,N,75,8646.84363707000,642095.64818000000,310,326,406
407,NB,Millcreek,Millcreek_NB,Neighborhood Business,0.00000000000,30.00000000000,0.00000000000,3.40000000000,50',Y,Y,Y,N,Y,N,N,85,1493.60933711000,135053.61942800000,163,262,407
408,NB,Newcastle,Newcastle_NB,Neighborhood Business,0.00000000000,8.00000000000,0.00000000000,2.55000000000,35',Y,Y,Y,N,N,N,N,85,961.58420774300,38265.72174740000,238,508,408
409,NB,North Bend,North Bend_NB,Neighborhood Business,0.00000000000,21.78000000000,0.00000000000,3.00000000000,35',Y,Y,Y,N,Y,N,N,100,43016.13039040000,7276450.48957000000,203,339,409
410,NB,Sammamish,Sammamish_NB,Neighborhood Business,0.00000000000,8.00000000000,0.00000000000,2.55000000000,35',Y,Y,Y,N,Y,N,N,85,1231.37674579000,85996.09043890000,238,509,410
411,NB,SeaTac,SeaTac_NB,Neighborhood Business,0.00000000000,0.00000000000,0.00000000000,2.00000000000,35',N,Y,N,N,N,N,N,65,13472.41466330000,1124108.15400000000,638,707,411
412,NB,Shoreline,Shoreline_NB,Neighborhood Business,0.00000000000,56.00000000000,0.00000000000,3.00000000000,50',Y,Y,Y,N,Y,N,N,85,20043.21563480000,1045170.92495000000,190,176,412
413,NB,Stanwood,Stanwood_NB,Neighborhood Business,0.00000000000,20.00000000000,0.00000000000,1.20000000000,30',Y,Y,Y,N,N,N,N,40,2757.48730751000,191439.56973800000,333,368,413
414,NB,Woodinville,Woodinville_NB,Neighborhood Business,0.00000000000,0.00000000000,0.00000000000,2.25000000000,35',N,Y,Y,N,N,N,N,75,5339.60275530000,323311.83399200000,633,684,414
415,NC,Arlington,Arlington_NC,Neighborhood Commericial,0.00000000000,0.00000000000,0.00000000000,2.00000000000,45',N,Y,N,N,N,N,N,100,14604.80639070000,1981969.02008000000,638,707,415
416,NC,University Place,University Place_NC,Neighborhood Commercial,0.00000000000,6.00000000000,0.00000000000,1.80000000000,40',Y,Y,Y,N,Y,Y,N,45,25139.82544160000,2324724.66828000000,295,558,416
417,NC1,Lakewood,Lakewood_NC1,Neighborhood Commercial 1,0.00000000000,22.00000000000,0.00000000000,3.50000000000,50',Y,Y,Y,N,Y,N,N,70,13874.50432180000,1506730.76111000000,161,327,417
418,NC2,Lakewood,Lakewood_NC2,Neighborhood Commercial 2,0.00000000000,35.00000000000,0.00000000000,3.00000000000,60',Y,Y,Y,N,Y,N,N,90,72160.66250650000,12167453.39710000000,198,243,418
419,NC2,Redmond,Redmond_NC2,Neighborhood Commercial zones,1.00000000000,13.06800000000,0.00000000000,0.30000000000,35',Y,Y,Y,N,Y,N,N,0,4595.48286661000,628633.81648200000,378,471,419
420,NCC,Tukwila,Tukwila_NCC,Neighborhood Commercial Center,0.00000000000,60.00000000000,0.00000000000,3.00000000000,45,Y,Y,Y,N,Y,N,N,0,24765.67448480000,1667870.12842000000,187,166,420
421,NCX,Tacoma,Tacoma_NCX,Neighborhood Commercial Mixed-Use District,30.00000000000,200.00000000000,0.00000000000,2.00000000000,45'-65',Y,Y,Y,N,Y,Y,N,0,74035.25538210000,12337266.92510000000,265,44,421
422,Neighborhood Commercial,Covington,Covington_Neighborhood Commercial,Neighborhood Commercial,0.00000000000,12.00000000000,0.00000000000,2.55000000000,35',Y,Y,Y,N,Y,Y,N,85,2702.16881783000,229659.85372600000,237,446,422
423,Neighborhood Commercial,Sumner,Sumner_Neighborhood Commercial,Neighborhood Commercial,0.00000000000,25.00000000000,0.00000000000,1.50000000000,35,Y,N,Y,Y,,N,N,75,12487.06864490000,1364300.62341000000,32,314,423
424,NEIGHBORHOOD COMMERCIAL,Fife,Fife_NEIGHBORHOOD COMMERCIAL,Neighborhood Commercial,0.00000000000,12.45333333000,0.00000000000,1.50000000000,35,Y,Y,Y,N,Y,N,N,50,22401.83234060000,2483711.06688000000,318,462,424
425,NEIGHBORHOOD RESIDENTIAL,Fife,Fife_NEIGHBORHOOD RESIDENTIAL,Neighborhood Residential,0.00000000000,15.00000000000,0.00000000000,1.50000000000,35,Y,Y,Y,N,Y,N,Y,50,70291.97184810000,7771378.95335000000,316,426,425
426,No Zoning,Gig Harbor,Gig Harbor_No Build,No Build,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,N,N,N,N,N,Y,N,,35188.52643369990,9198528.32110000000,691,1000,426
427,NRH 1A,Kirkland,Kirkland_NRH 1A,NRH Commercial,0.00000000000,50.00000000000,0.00000000000,1.25000000000,30,Y,Y,Y,N,Y,N,N,80,2804.91889405000,394412.72842100000,326,197,427
428,NRH 1B,Kirkland,Kirkland_NRH 1B,NRH Commercial,0.00000000000,50.00000000000,0.00000000000,1.25000000000,30,Y,Y,Y,N,Y,N,N,90,1490.45860248000,136484.51809000000,326,197,428
429,NRH 2,Kirkland,Kirkland_NRH 2,NRH Office,0.00000000000,12.00000000000,0.00000000000,1.00000000000,30,Y,Y,N,N,N,N,N,70,3799.47633018000,340783.99108900000,347,484,429
430,NRH 3,Kirkland,Kirkland_NRH 3,NRH Office,0.00000000000,12.00000000000,0.00000000000,1.00000000000,30,Y,Y,N,N,Y,N,N,70,2488.74949900000,264901.86088600000,347,483,430
431,NRH 4,Kirkland,Kirkland_NRH 4,NRH Commercial,0.00000000000,20.00000000000,0.00000000000,1.00000000000,30,Y,Y,Y,N,Y,N,N,80,1704.03112239000,186567.11845700000,345,372,431
432,NRH 5,Kirkland,Kirkland_NRH 5,NRH Office,0.00000000000,20.00000000000,0.00000000000,1.00000000000,30,Y,Y,Y,N,Y,N,N,70,1349.95461166000,55746.75191200000,345,372,432
433,NRH 6,Kirkland,Kirkland_NRH 6,NRH Office,0.00000000000,24.00000000000,0.00000000000,1.00000000000,30,Y,Y,Y,N,Y,N,N,70,873.87416154800,38753.28285100000,344,329,433
434,NRX,Tacoma,Tacoma_NRX,Neighborhood Residential Mixed-Use District,0.00000000000,17.42400000000,0.00000000000,2.00000000000,35',Y,Y,N,N,Y,Y,N,0,3587.53227872000,465973.37809400000,284,392,434
435,O,Burien,Burien_O,Office,24.00000000000,48.00000000000,0.00000000000,2.10000000000,65',Y,Y,Y,N,Y,N,N,70,24777.85093320000,3377604.77291000000,262,200,435
436,O,Maple Valley,Maple Valley_O,Office,0.00000000000,12.00000000000,0.00000000000,3.20000000000,45',Y,Y,Y,N,N,N,N,80,4026.74223896000,510166.57474500000,170,437,436
437,O,Newcastle,Newcastle_O,Office,0.00000000000,0.00000000000,0.00000000000,3.00000000000,65',N,Y,Y,N,N,N,N,75,2683.38959608000,241318.47313000000,625,663,437
438,O,Sammamish,Sammamish_O,Office,0.00000000000,18.00000000000,0.00000000000,3.00000000000,45',Y,Y,Y,N,Y,N,N,75,5327.26571804000,530284.86996000000,204,371,438
439,O,Tukwila,Tukwila_O,Office,0.00000000000,0.00000000000,0.00000000000,1.25000000000,35',N,Y,Y,N,N,N,N,0,19953.23531750000,2165943.11540000000,647,731,439
440,O,Woodinville,Woodinville_O,Office,0.00000000000,36.00000000000,0.00000000000,3.00000000000,45',Y,Y,Y,N,Y,N,N,75,4577.64846803000,372052.98112100000,197,238,440
441,R-48,Newcastle,Newcastle_R-48,Residential,0.00000000000,130.68000000000,0.00000000000,0.00000000000,,Y,N,N,N,N,N,N,0,1630.80943487000,95917.80274620000,442,95,441
442,O/C/MU,SeaTac,SeaTac_O/C/MU,Office/Commercial/Mixed Use,0.00000000000,30.00000000000,0.00000000000,0.65000000000,35',Y,Y,Y,N,Y,N,N,65,1670.65125819000,150823.81092300000,363,282,442
443,OBAT,Redmond,Redmond_OBAT,Overlake Mixed-Use (OV) zones,1.00000000000,43.56000000000,0.00000000000,1.55000000000,10 stories,Y,Y,N,Y,Y,N,N,0.8,31074.55655350000,30681059.35560000000,30,220,443
444,OCM,SeaTac,SeaTac_OCM,Office/Commercial Medium,0.00000000000,45.00000000000,0.00000000000,0.60000000000,,Y,Y,Y,N,Y,N,N,0,7767.26900102000,794663.38398300000,364,217,444
445,OFF,Dupont,Dupont_OFF,Office,0.00000000000,0.00000000000,0.00000000000,4.80000000000,65',N,Y,Y,N,N,N,N,80,6776.26234183000,2391715.85777000000,617,620,445
446,OP,Bothell,Bothell_OP,Professional Office,0.00000000000,0.00000000000,0.00000000000,3.00000000000,35',N,N,Y,N,N,N,N,100,1937.37225260000,210623.77710400000,625,665,446
447,OP,Federal Way,Federal Way_OP,Office Park,0.00000000000,0.00000000000,0.00000000000,0.38000000000,70,N,Y,Y,N,N,Y,N,0,78806.40996790000,20982632.52420000000,660,810,447
448,OP,Millcreek,Millcreek_OP,Office Park,0.00000000000,0.00000000000,0.00000000000,2.00000000000,5 stories,N,Y,Y,N,N,N,N,40,4650.43090981000,1193520.54389000000,638,702,448
449,OP,Puyallup,Puyallup_OP,professional office,0.00000000000,0.00000000000,0.00000000000,1.50000000000,36',N,N,Y,N,N,N,N,50,10879.23896860000,866841.14080300000,645,724,449
450,OP-1,Federal Way,Federal Way_OP-1,Office Park 1,0.00000000000,0.00000000000,0.00000000000,0.35000000000,35,N,Y,Y,Y,Y,Y,N,0,35414.78098810000,7566114.25514000000,432,812,450
451,OP-2,Federal Way,Federal Way_OP-2,Office Park 2,0.00000000000,0.00000000000,0.00000000000,0.35000000000,35,N,Y,Y,Y,Y,Y,N,0,2532.30105843000,346263.07982200000,432,812,451
452,OP-3,Federal Way,Federal Way_OP-3,Office Park 3,0.00000000000,0.00000000000,0.00000000000,0.35000000000,60,N,Y,Y,Y,Y,Y,N,60,2285.85213244000,248744.28653000000,432,812,452
453,OP-4,Federal Way,Federal Way_OP-4,Office Park 4,0.00000000000,0.00000000000,0.00000000000,0.38000000000,75,N,Y,Y,N,N,N,N,0,7079.35074547000,2894809.18077000000,660,811,453
454,"OP, CB, GC",Bothell,"Bothell_OP, CB, GC",Other,0.00000000000,0.00000000000,0.00000000000,3.00000000000,35',N,Y,Y,N,N,N,N,100,2635.88610670000,275619.13393500000,625,663,454
455,"OP, CB, LI, MVSO",Bothell,"Bothell_OP, CB, LI, MVSO",Other (Motor Vehicle Sales Overlay),0.00000000000,0.00000000000,0.00000000000,3.00000000000,35',N,Y,Y,Y,N,N,N,100,8337.30798144000,2534135.97872000000,399,669,455
456,"OP, CB, MVSO",Bothell,"Bothell_OP, CB, MVSO",Other (Motor Vehicle Sales Overlay),0.00000000000,0.00000000000,0.00000000000,3.00000000000,35',N,Y,Y,N,N,N,N,100,11200.26053730000,3184245.91162000000,625,663,456
457,"OP, GC",Bothell,"Bothell_OP, GC",Other,0.00000000000,0.00000000000,0.00000000000,3.00000000000,35',N,Y,Y,N,N,N,N,100,3698.99057739000,642281.85903400000,625,663,457
458,"OP, LI",Bothell,"Bothell_OP, LI",Other,0.00000000000,0.00000000000,0.00000000000,3.00000000000,35',N,Y,Y,Y,N,N,N,100,31312.86094640000,20873699.59120000000,399,669,458
459,OPEN,Marysville,Marysville_OPEN,Open Space?,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,N,N,N,N,N,Y,N,0,49976.97347050000,23207113.07800000000,691,1000,459
460,OPEN SPACE,Granite Falls,Granite Falls_OPEN SPACE,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0,N,N,N,N,N,Y,N,0,26542.96186800000,2497680.66505000000,691,1000,460
461,Open Space and Recreation,Orting,Orting_Open Space and Recreation,Open Space & Recreation,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,N,N,N,N,N,Y,N,0,62232.43662700000,6417192.71577000000,691,1000,461
462,OPEN SPACE/CRITICAL AREAS,Algona,Algona_OPEN SPACE/CRITICAL AREAS,OPEN SPACE/CRITICAL AREAS,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,N,N,N,N,N,Y,N,,58439.31826720000,8164029.99884000000,691,1000,462
463,OR,Edmonds,Edmonds_OR,Office-Residential,0.00000000000,7.30000000000,0.00000000000,2.00000000000,25',Y,N,Y,N,Y,N,N,100,868.73698173000,44213.49031940000,290,531,463
464,OS,Dupont,Dupont_OS,Open Space,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,N,N,N,N,N,Y,N,0,150736.02015800000,36813857.44040000000,691,1000,464
465,OS,Edmonds,Edmonds_OS,Open Space,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,N,N,N,N,N,Y,N,0,16576.17013240000,2696020.22210000000,691,1000,465
466,OS,Everett,Everett_OS,Open Space,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,N,N,N,N,N,Y,N,0,60787.36091840000,8068439.59817000000,691,1000,466
467,OS,Milton,Milton_OS,Open Space District,0.00000000000,0.00000000000,0.00000000000,0.00000000000,35,N,N,N,N,N,Y,N,0,50765.39092840000,5808142.15799000000,691,1000,467
468,OS,Mukilteo,Mukilteo_OS,Open space district,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,N,N,N,N,N,Y,N,0,130849.66720500000,21816882.85090000000,691,1000,468
469,OSR1,Lakewood,Lakewood_OSR1,Open Space/Recreation 1,0.00000000000,0.00000000000,0.00000000000,0.00000000000,40',N,N,N,N,N,N,N,30,131553.19113300000,41331949.00260000000,691,1000,469
470,OSR2,Lakewood,Lakewood_OSR2,Open Space/Recreation 2,0.00000000000,0.00000000000,0.00000000000,0.00000000000,40',N,N,N,N,N,N,N,30,89915.08275070000,24818872.69070000000,691,1000,470
471,OT,Redmond,Redmond_OT,Old Town (OT),1.00000000000,36.00000000000,0.00000000000,6.00000000000,6 stories,Y,N,N,N,Y,N,N,100,5726.57146186000,1316318.04525000000,387,231,471
472,OTBD - 1,Arlington,Arlington_OTBD - 1,Old Town Business District 1,0.00000000000,100.00000000000,0.00000000000,4.00000000000,50',Y,Y,N,N,Y,Y,N,100,6907.18257662000,1614033.98283000000,135,117,472
473,OTBD - 2,Arlington,Arlington_OTBD - 2,Old Town Business District 2,0.00000000000,100.00000000000,0.00000000000,4.00000000000,50',Y,Y,N,N,Y,Y,N,100,8795.04765413000,1501689.48761000000,135,117,473
474,OTBD - 3,Arlington,Arlington_OTBD - 3,Old Town Business District 3,0.00000000000,100.00000000000,0.00000000000,4.00000000000,50',Y,Y,N,N,Y,Y,N,100,9025.85827036000,1709346.98828000000,135,117,474
475,OTRD,Arlington,Arlington_OTRD,Old Town Residential District,0.00000000000,10.13000000000,0.00000000000,0.00000000000,,Y,N,N,N,N,Y,N,0,22949.09813940000,5948522.22171000000,511,515,475
476,OUT,Federal Way,Federal Way_OUT,,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,N,N,Y,N,N,N,N,,500.20290580500,1284.42746469000,673,1000,476
477,OV1,Redmond,Redmond_OV1,Overlake Mixed-Use (OV) zones,1.00000000000,174.24000000000,0.00000000000,5.35000000000,9 stories,Y,Y,Y,Y,Y,N,N,0.85,12407.98715340000,3236047.18875000000,4,55,477
478,OV2,Redmond,Redmond_OV2,Overlake Mixed-Use (OV) zones,1.00000000000,174.24000000000,0.00000000000,5.35000000000,9 stories,Y,Y,Y,Y,Y,N,N,0.85,7282.71685535000,1635189.26957000000,4,55,478
479,OV3,Redmond,Redmond_OV3,Overlake Mixed-Use (OV) zones,1.00000000000,175.24000000000,0.00000000000,5.35000000000,9 stories,Y,Y,Y,Y,Y,N,N,0.85,4565.41438742000,1085880.28149000000,3,52,479
480,OV4,Redmond,Redmond_OV4,Overlake Mixed-Use (OV) zones,1.00000000000,108.90000000000,0.00000000000,2.70000000000,12 stories,Y,Y,Y,Y,Y,N,N,0,4626.26090164000,1272523.39700000000,18,105,480
481,OV5,Redmond,Redmond_OV5,Overlake Mixed-Use (OV) zones,1.00000000000,174.24000000000,0.00000000000,4.00000000000,5 stories,Y,Y,Y,Y,Y,N,N,0.85,2460.48340041000,310700.87522900000,12,57,481
482,P,Dupont,Dupont_P,Park Land,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,N,N,N,N,N,Y,N,,46370.44415510000,4106265.43665000000,691,1000,482
483,P,Edmonds,Edmonds_P,Public Use,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,N,N,N,N,N,Y,N,0,66176.04168640000,14634275.86730000000,691,1000,483
484,P,Kenmore,Kenmore_P,Parks,0.00000000000,0.10000000000,0.00000000000,0.00000000000,35',N,N,N,N,N,Y,N,0,116799.98726100000,20626786.44860000000,690,828,484
485,P,Kirkland,Kirkland_P,Instituional,0.00000000000,0.00000000000,0.00000000000,1.60000000000,30',N,N,N,N,N,Y,N,80,242782.04638600000,48854392.18490000000,679,718,485
486,P,SeaTac,SeaTac_P,Park,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,N,N,N,N,N,Y,N,0,43238.40683790000,9349441.11500000000,691,1000,486
487,P,Woodinville,Woodinville_P,Public Parks,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,N,N,N,N,N,Y,N,0,58703.18290000000,4522191.13381000000,691,1000,487
488,P-1,Lynnwood,Lynnwood_P-1,Public,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,N,N,N,N,N,Y,N,0,156584.79355200000,24661399.75430000000,691,1000,488
489,P/I,Woodinville,Woodinville_P/I,Public/Institutional,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,N,N,N,N,N,Y,N,0,28679.73534790000,4780776.42883000000,691,1000,489
490,P/SP,Arlington,Arlington_P/SP,Public/Semi-Public,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,N,N,N,N,N,Y,N,0,83264.46963650000,19620068.76280000000,691,1000,490
491,P/SP,Lake Stevens,Lake Stevens_P/SP,Public / Semi-Public,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,N,N,N,N,N,Y,N,0,109551.33814600000,17595530.84360000000,691,1000,491
492,PA 3,Shoreline,Shoreline_PA 3,Planned Area -3,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,N,N,N,N,N,N,Y,,3787.41518687000,703670.24970000000,691,1000,492
493,PARK,Everett,Everett_PARK,Public Park Zone,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,N,N,N,N,N,Y,N,0,125630.30185900000,34292626.15800000000,691,1000,493
494,PARKS,Index,Index_PARKS,Parks,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,N,N,N,N,N,Y,N,0,5869.96267906000,250705.34496000000,691,1000,494
495,Parks and Places,Medina,Medina_Parks and Places,Parks and Public Places,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,N,N,N,N,N,Y,N,,22900.08363160000,2637403.16600000000,691,1000,495
496,PBD,Lake Stevens,Lake Stevens_PBD,Planned Business District,0.00000000000,43.00000000000,0.00000000000,2.00000000000,40,Y,Y,Y,N,Y,N,N,0,13399.33442970000,2820429.71893000000,275,221,496
497,PCB,Millcreek,Millcreek_PCB,Planned Community Business,0.00000000000,24.00000000000,0.00000000000,4.00000000000,4 stories,Y,Y,Y,N,Y,Y,N,100,13574.64202860000,2178273.43705000000,147,300,497
498,PCB,Mukilteo,Mukilteo_PCB,?·Planned community business district,0.00000000000,13.00000000000,0.00000000000,3.00000000000,35',Y,Y,Y,N,Y,N,N,100,3597.07782588000,357702.37913000000,208,431,498
499,PCB(S),Mukilteo,Mukilteo_PCB(S),?·Planned community business district - South,0.00000000000,13.00000000000,0.00000000000,4.00000000000,40',Y,Y,Y,N,Y,N,N,100,23107.81506090000,7780565.89696000000,153,421,499
500,PCB(S)/MR/BP,Mukilteo,Mukilteo_PCB(S)/MR/BP,?·Planned community business district - South,0.00000000000,13.00000000000,0.00000000000,4.00000000000,40',Y,Y,Y,N,Y,N,N,100,5545.27295352000,1439576.89368000000,153,421,500
501,PCD,Lynnwood,Lynnwood_PCD,Planned Commercial Development,0.00000000000,0.00000000000,0.00000000000,3.00000000000,,N,Y,Y,N,Y,N,N,0,38717.51021110000,7164036.22526000000,625,671,501
502,PCD-BP,Gig Harbor,Gig Harbor_PCD-BP,Planned Community Development Business Park District,0.00000000000,0.00000000000,0.00000000000,4.00000000000,45,N,Y,Y,N,N,Y,Y,,27250.91720020000,5844994.06291000000,619,640,502
503,PCD-C,Gig Harbor,Gig Harbor_PCD-C,Planned Community Development - Commercial,0.00000000000,130.95000000000,0.00000000000,4.00000000000,45,Y,Y,Y,N,Y,N,Y,,11728.22607360000,3291033.31430000000,133,86,503
504,PCD-NB,Gig Harbor,Gig Harbor_PCD-NB,Planned Community Development Neighborhood Business District,0.00000000000,87.30000000000,0.00000000000,3.00000000000,,Y,Y,Y,N,N,N,Y,,1242.44186466000,95841.01498250000,180,129,504
505,PCD-RLD,Gig Harbor,Gig Harbor_PCD-RLD,Planned Community Development - Low Density Residential,0.00000000000,7.00000000000,0.00000000000,0.00000000000,,Y,N,N,N,N,N,Y,,16190.98180090000,2951896.32334000000,532,568,505
506,PCD-RMD,Gig Harbor,Gig Harbor_PCD-RMD,Planned Community Development - Medium Density Residential,5.00000000000,16.00000000000,0.00000000000,0.00000000000,,Y,N,N,N,N,N,Y,,29546.33854720000,2704176.28169000000,492,430,506
507,PD,Milton,Milton_PD,Planned Development District,0.00000000000,0.00000000000,0.00000000000,0.50000000000,,N,N,N,N,N,N,Y,,11105.06566170000,6610172.31721000000,684,781,507
508,PDB,Tacoma,Tacoma_PDB,Planned Development Business District,0.00000000000,21.78000000000,0.00000000000,1.50000000000,45',Y,Y,Y,N,Y,Y,N,0,13311.43669290000,2013952.93035000000,312,355,508
509,PDC,Puyallup,Puyallup_PDC,Planned community development,0.00000000000,4.00000000000,0.00000000000,1.75000000000,,Y,Y,Y,N,N,N,Y,,29989.18279210000,5234429.88767000000,298,596,509
510,PDR,Puyallup,Puyallup_PDR,Planned residential development,0.00000000000,8.00000000000,0.00000000000,0.00000000000,,Y,N,N,N,N,N,Y,,48712.45538860000,4920814.09158000000,526,557,510
511,PF,Puyallup,Puyallup_PF,public facilities zone,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,N,N,N,N,N,Y,N,0,200612.34976500000,45748341.49340000000,691,1000,511
512,PFS,Mountlake Terrace,Mountlake Terrace_PFS,Public Facilities and Services,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,N,N,N,N,N,Y,N,0,7962.59956301000,678421.35749600000,691,1000,512
513,PI,Gig Harbor,Gig Harbor_PI,Public-Institutional,0.00000000000,0.00000000000,0.00000000000,2.10000000000,35,N,N,N,N,N,Y,N,70,44631.29374680000,13834980.51920000000,677,693,513
514,PI,Lakewood,Lakewood_PI,Public Institutional,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,N,N,N,N,N,Y,N,0,126501.25757200000,35110636.26250000000,691,1000,514
515,PI,Marysville,Marysville_PI,Public/Institutional Zone,0.00000000000,0.00000000000,0.00000000000,0.00000000000,45',N,N,N,N,N,Y,N,75,12054.83645760000,3353281.88567000000,691,1000,515
516,PI,Mukilteo,Mukilteo_PI,Planned industrial district,0.00000000000,0.00000000000,0.00000000000,0.50000000000,,N,N,N,Y,N,N,Y,,10363.08779000000,3918844.71222000000,657,795,516
517,PKS & OPN SP,Steilacoom,Steilacoom_PKS & OPN SP,Parks and Open Space,0.00000000000,0.00000000000,0.00000000000,0.00000000000,,N,N,N,N,N,Y,N,0,40235.61255420000,3745311.26803000000,691,1000,517
518,PLA 1,Kirkland,Kirkland_PLA 1,Instituional,0.00000000000,5.12470588200,0.00000000000,1.60000000000,30',Y,N,N,N,N,Y,N,80,8399.48572011000,2475878.97300000000,409,571,518
519,PLA 14,Kirkland,Kirkland_PLA 14,Instituional,0.00000000000,6.05000000000,0.00000000000,1.60000000000,30',Y,N,N,N,N,Y,N,80,6892.68278528000,2546095.86408000000,408,560,519
520,PLA 15A,Kirkland,Kirkland_PLA 15A,Office,0.00000000000,0.00000000000,0.00000000000,1.60000000000,30',N,Y,Y,N,N,N,N,80,5319.36705107000,1570593.19558000000,644,716,520
521,PLA 15B,Kirkland,Kirkland_PLA 15B,Medium Density Residential,0.00000000000,3.48000000000,0.00000000000,0.00000000000,,Y,N,N,N,N,N,N,0,4818.00777523000,994673.96236400000,574,654,521
522,PLA 16,Kirkland,Kirkland_PLA 16,Low Density Residential,0.00000000000,1.24000000000,0.00000000000,0.00000000000,,Y,N,N,N,N,N,N,0,5271.33062820000,1737022.64177000000,591,735,522
523,PLA 17,Kirkland,Kirkland_PLA 17,Medium Density Residential,0.00000000000,12.10000000000,0.00000000000,0.00000000000,,Y,N,N,N,N,N,N,0,10115.26574100000,1490501.91457000000,504,493,523
524,PLA 17A,Kirkland,Kirkland_PLA 17A,Office,0.00000000000,0.00000000000,0.00000000000,1.60000000000,30',N,Y,Y,N,N,N,N,80,2679.97328421000,302398.51838700000,644,717,524
525,PLA 2,Kirkland,Kirkland_PLA 2,Medium Density Residential,0.00000000000,1.14000000000,0.00000000000,0.00000000000,,Y,N,N,N,N,N,N,0,6257.10008503000,476411.07671100000,592,741,525
